bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,segment_indices,time,ECG,GSR1,HR, marker,RESP,stress
79.46017699115043,755.0952221850987,194.30325891812515,150.27240781218893,290.6432997027557,0.82,0.82,243.90243902439025,205.48690019341998,172.49955814718956,111358.14822896828,1.19123145821674,0.18158377367398448,"(0, 491)",15.774195918367345,-0.06963877551020413,1.6498693877551005,71.6725734693872,0.0,12.202971428571427,0
70.28571428571428,853.6585365853659,121.95121951219515,0.0,243.90243902439036,1.0,1.0,121.95121951219515,0.0,0.0,0.0,,0.2930832356389215,"(491, 983)",47.38709795918368,-0.5027265306122456,1.5990163265306154,75.12521836734635,0.0,12.755204081632652,0
,,,--,,,,,,,,,,"(983, 1475)",79.0,-0.6335836734693885,1.4667959183673456,60.13298775510165,9.546142857142868,12.441522448979573,0
83.15492957746478,721.5447154471545,198.88603445915572,161.39042385628127,237.4828273389492,0.5974025974025974,0.5974025974025974,243.90243902439025,167.19218524417676,223.4424084706797,117363.06715545947,0.7482562794972549,0.23121387283236994,"(1475, 1967)",110.61290204081635,-0.026948979591836758,1.5385265306122486,73.06827755101989,14.912265306122448,12.271677551020408,0
85.99999999999999,697.6744186046512,210.93992038329048,195.83513150801264,282.6831985193619,0.582089552238806,0.582089552238806,243.90243902439025,199.62184012894355,213.1073324099221,133646.10930141262,0.9367197171093176,0.06673562681437485,"(1967, 2459)",142.1935460122699,-0.002832310838445805,1.4618691206544,69.67403680981549,14.928159509202438,12.200588957055226,0
83.5922330097087,717.7700348432057,201.48895184391583,183.09472910103932,318.4347365043254,0.75,0.75,243.90243902439025,225.1332426957014,172.24221661074662,121822.94813263473,1.30707353357211,0.2789177989401124,"(2459, 2951)",173.80645398772998,-0.000255623721881391,1.5677096114519349,71.74541922290325,20.303865030674807,12.147963190184045,0
84.56249999999999,709.5343680709535,210.0587064467452,180.77715903377694,283.2299520526197,0.6666666666666666,0.6666666666666666,243.90243902439025,198.200340805438,197.37176930120597,122896.44035210414,1.0041980244042277,0.11222264973707836,"(2951, 3443)",205.3870979591837,-0.0017469387755102012,1.1890367346938775,66.35881428571376,17.43395918367348,12.246885714285714,0
84.92857142857143,706.4760302775443,206.01259401035983,194.6398006070867,306.55248915905014,0.6666666666666666,0.6666666666666666,243.90243902439025,214.31610309259975,182.58284298543597,122931.91351780045,1.1738019826413542,0.37458673311509577,"(3443, 3935)",237.00000000000009,-0.0005265306122448977,1.1614061224489798,70.68480816326475,16.941326530612233,12.19363673469388,0
71.33999999999997,841.0428931875526,121.29693105009218,114.97671238805654,199.1455075433479,0.6666666666666666,0.6666666666666666,0.0,128.54787236456832,95.33365365494775,38500.024265687556,1.3483997249264847,0.41032374543514827,"(3935, 4427)",268.6129020408161,-0.0047918367346938785,1.133820408163264,67.98920204081575,16.635877551020442,12.329016326530613,0
68.45217391304347,876.5243902439024,119.7883662004704,121.6799150170388,166.61708562535938,0.4666666666666667,0.4666666666666667,0.0,117.25370001508914,125.95067792544444,46395.61523904441,0.9309493362512632,0.14271442842871412,"(4427, 4919)",300.19354601227,0.0028118609406953005,1.1241840490797614,69.80497750511206,19.91449897750513,12.459316973415135,0
78.55462184873949,763.7997432605906,195.2106075191984,178.15795500311015,280.99347073065877,0.6727272727272727,0.6727272727272727,243.90243902439025,198.07282868405585,198.66764332241345,123623.75090714154,0.9970059813042011,0.10345541071798056,"(4919, 5411)",331.80645398773,-3.0674846625763776e-05,1.1103496932515329,64.48648670756593,18.724192229038838,11.871186094069536,0
75.92592592592592,790.2439024390244,104.16661709298843,121.44624334926083,164.43899084469325,0.4545454545454545,0.4545454545454545,0.0,115.21402267642205,123.45375527339294,44684.769078600046,0.9332565252573832,0.25330563858351485,"(5411, 5903)",363.3870979591837,6.530612244897965e-05,1.089091836734699,68.64416122448935,17.983265306122426,11.990432653061216,0
72.15999999999998,831.4855875831488,119.91855683361388,114.97671238805657,140.81713882673805,0.3333333333333333,0.3333333333333333,0.0,99.57275377167394,128.54787236456826,40211.963870450265,0.7745966692414837,0.2735529051318525,"(5903, 6395)",395.00000000000017,0.00464285714285714,1.07374489795919,66.7995102040811,17.696673469387715,11.939065306122448,0
74.3720930232558,806.7542213883679,112.57035647279554,121.95121951219517,172.46506858208485,0.5,0.5,0.0,86.2325342910424,86.23253429104237,23361.039958282232,1.0000000000000002,0.47714476572192,"(6395, 6887)",426.6129020408163,0.0016285714285714282,1.0585877551020422,64.99344897959134,17.51781632653065,11.933297959183664,0
79.41732283464566,755.5026769779894,203.7423413390091,181.9451572569046,290.7510052093998,0.6842105263157895,0.6842105263157895,243.90243902439025,204.49812829009025,197.66896812068632,126992.39249632935,1.0345484687572932,0.2261931689662972,"(6887, 7379)",458.1935460122701,4.4989775051121256e-05,1.046382413087931,66.33703271983593,17.393415132924375,11.959280163599178,0
68.33333333333333,878.0487804878051,119.48730452600874,121.58988177125447,178.97545992813247,0.5384615384615384,0.5384615384615384,0.0,125.85748466227713,104.46086984671713,41303.09140618461,1.2048289933537486,0.22794620469569185,"(7379, 7871)",489.8064539877299,-0.0013374233128834357,1.0346339468302608,67.37176073619581,17.291779141104296,11.966568507157454,0
80.47583643122675,745.5654101995566,205.90347119022462,183.52132816820895,284.37131259417123,0.65625,0.65625,243.90243902439025,200.91830629717202,200.48412252382067,126546.27482635815,1.002165676602643,0.06102398242509306,"(7871, 8363)",521.3870979591836,0.0010469387755102052,1.024924489795914,70.27264081632613,17.217510204081602,11.947032653061216,0
66.62499999999999,900.5628517823642,112.57035647279557,121.95121951219515,172.46506858208485,0.5,0.5,0.0,121.3274240172833,105.2530137072698,40118.38016173168,1.1527216156937772,0.1282160868450295,"(8363, 8855)",552.9999999999999,0.0016306122448979535,1.0154653061224506,67.55447346938739,17.081346938775532,11.936326530612266,0
71.21052631578947,842.5720620842574,121.44624334926084,117.32821778556946,194.56683785791856,0.6363636363636364,0.6363636363636364,0.0,136.68323731638534,104.0003494417612,44658.06769045028,1.3142574813455423,0.26994924954108623,"(8855, 9347)",584.6129020408163,0.0015387755102040802,1.006361224489802,68.78709795918334,17.030857142857112,11.925016326530605,0
73.13513513513513,820.3991130820401,117.32821778556946,111.77013890136199,133.5908676841869,0.3,0.3,0.0,92.87528177882818,115.69308512811143,33756.50065399218,0.8027729719194866,0.27725407563491183,"(9347, 9839)",616.1935460122701,0.003501022494887527,0.9979795501022573,66.30224744376233,16.99251533742326,11.920204498977508,0
70.28571428571428,853.6585365853659,121.95121951219515,105.61285412005353,211.22570824010705,0.75,0.75,121.95121951219515,143.00048048242166,85.02642546078003,38198.05862886052,1.6818357317441648,0.4959870141581748,"(9839, 10331)",647.8064539877299,-0.0017566462167689179,0.9905296523517328,66.85637423312828,17.00781186094064,11.899865030674846,0
69.88636363636364,858.5365853658536,121.8536194809444,108.62482229637158,208.00069888352246,0.7272727272727273,0.7272727272727273,0.0,147.07870467207988,76.809348450948,35490.63339600143,1.9148542155126769,0.4196391103650861,"(10331, 10823)",679.3870979591837,0.0027428571428571463,0.9841775510204128,67.7871938775505,16.975265306122527,11.884081632653071,0
65.46774193548386,916.4818920916484,170.15320669950248,165.82177279976543,308.514893674964,0.8,0.8,243.90243902439036,216.9376270589649,105.37789753508714,71818.16219972834,2.0586634591635518,0.3639612215862092,"(10823, 11315)",711.0,-0.001428571428571427,0.9783061224489736,66.26282857142812,16.94089795918374,11.851987755102039,0
70.5581395348837,850.3625576796311,121.90667112001934,121.19609634145205,181.79414451217806,0.5555555555555556,0.5555555555555556,0.0,128.5478723645683,108.40108401084014,43777.24135014917,1.1858541225631425,0.12723050987626833,"(11315, 11807)",742.6129020408162,0.0022081632653061217,0.9734959183673381,64.39163877550976,16.909510204081485,11.86351428571429,0
70.9189189189189,846.0365853658537,121.71280047767773,97.56097560975614,218.15297341461368,0.8,0.8,0.0,154.25744683748198,68.98602743283391,33431.59895795707,2.2360679774997907,0.3696584356055005,"(11807, 12299)",774.1935460122701,0.001961145194274025,0.9684928425357804,60.74251533742297,16.891595092024527,11.835775051124736,0
66.23076923076923,905.9233449477352,170.6961493228696,140.81713882673805,281.63427765347615,0.8333333333333334,0.8333333333333334,243.90243902439036,197.0601568055419,179.5073346814603,111129.89277263236,1.0977833142875721,0.3156067539845353,"(12299, 12791)",805.8064539877299,-0.0003660531697341497,0.9635194274028596,61.642188139058895,16.8479345603273,11.949210633946825,0
76.94273127753304,779.8007557540366,194.69085970875653,187.96855502101542,299.7756743961844,0.6808510638297872,0.6808510638297872,243.90243902439025,211.17789257266014,178.71484543562602,118565.66845288912,1.181647176863813,0.2892420051702008,"(12791, 13283)",837.3870979591836,0.0031000000000000003,0.9578102040816288,65.86485714285665,16.818265306122598,11.8589469387755,0
70.76712328767123,847.8513356562137,121.81287435193406,120.7004047086326,159.6716270019457,0.42857142857142855,0.42857142857142855,0.0,110.18389059820142,130.3713375182558,45128.416721428825,0.8451542547285167,0.2810409757742679,"(13283, 13775)",869.0,0.002971428571428566,0.9532346938775516,68.94627346938738,16.798632653061322,11.914677551020413,0
71.4193548387097,840.1084010840109,121.19609634145205,114.97671238805655,199.1455075433479,0.6666666666666666,0.6666666666666666,0.0,140.81713882673805,81.30081300813009,35966.67388923694,1.7320508075688776,0.08824178248400619,"(13775, 14267)",900.6129020408162,0.001040816326530612,0.9486632653061214,65.39965510204053,16.78161224489788,11.8841918367347,0
69.81081081081078,859.4657375145183,121.812874351934,121.19609634145205,162.60162601626018,0.4444444444444444,0.4444444444444444,0.0,114.97671238805657,114.97671238805651,41530.73770361286,1.0000000000000004,0.2772387025228722,"(14267, 14759)",932.1935460122696,0.002445807770961145,0.945042944785274,66.74187730061294,16.764089979550256,11.911423312883446,0
69.91578947368421,858.1752484191509,121.86754799667612,108.62482229637158,208.00069888352246,0.7272727272727273,0.7272727272727273,0.0,133.03769401330382,76.809348450948,32102.485785434616,1.7320508075688783,0.3023366302423012,"(14759, 15251)",963.8064539877303,0.0026053169734151288,0.9400817995910016,67.54756032719793,16.749161554192177,11.886862985685065,0
72.50526315789473,827.5261324041812,119.11841751896645,118.65957449037076,191.33281476896008,0.6153846153846154,0.6153846153846154,0.0,124.45121164560604,106.13234989666756,41495.0967995046,1.1726039399558577,0.17277125086385625,"(15251, 15743)",995.3870979591836,0.005091836734693878,0.9354571428571462,67.16878979591789,16.747816326530565,11.84288163265307,0
69.94117647058823,857.8637510513037,121.87869424885992,120.2455240467402,186.2835648356033,0.5833333333333334,0.5833333333333334,0.0,124.46594221459242,110.39411068292902,43166.44753270143,1.1274690420042437,0.0804537592018987,"(15743, 16235)",1026.9999999999998,-0.0017734693877551114,0.9309734693877568,63.893659183673,16.740653061224325,11.839363265306115,0
78.63934426229507,762.9768605378363,200.51556650258163,183.42299467769885,311.7120245964361,0.7333333333333333,0.7333333333333333,243.90243902439025,219.21087419045142,179.41525602206437,123558.13257082301,1.2218073259249096,0.1681859463823203,"(16235, 16727)",1058.6129020408164,0.001155102040816325,0.9273693877551076,70.8072102040813,16.689448979591774,11.86588979591836,0
72.59016393442622,826.558265582656,118.90195646872795,120.7004047086326,184.3729136630377,0.5714285714285714,0.5714285714285714,0.0,85.34807466143481,110.18389059820142,29543.48365992264,0.7745966692414835,0.4036055428494551,"(16727, 17219)",1090.19354601227,0.003842535787321064,0.9239856850715856,69.2303456032715,16.652740286298616,11.974196319018397,0
70.725,848.3563096500533,121.83589918426365,97.56097560975614,218.15297341461368,0.8,0.8,0.0,154.25744683748198,68.98602743283392,33431.598957957074,2.23606797749979,0.307739652254193,"(17219, 17711)",1121.80645398773,0.001419222903885479,0.9206155419222932,68.09749897750481,16.61390593047038,11.97350511247443,0
63.36363636363636,946.9153515064563,184.85077082819407,121.95121951219517,272.6912167682671,0.875,0.875,243.90243902439036,187.93945131002982,143.00048048242164,84431.65922725758,1.3142574813455423,0.2486479766270902,"(17711, 18203)",1153.3870979591834,0.0011877551020408154,0.916767346938771,68.32592244897909,16.57722448979588,11.947677551020416,0
71.4193548387097,840.1084010840109,121.19609634145206,121.44624334926083,164.43899084469325,0.4545454545454545,0.4545454545454545,0.0,106.33772778963905,123.45375527339294,41242.174348587,0.8613567692141091,0.1323626737260093,"(18203, 18695)",1185.0,0.006291836734693875,0.91501020408164,66.32604489795865,20.46904081632649,12.215073469387761,0
72.8888888888889,823.1707317073171,118.07876055510421,119.48730452600873,188.92601688816674,0.6,0.6,0.0,84.49028329604282,84.49028329604279,22426.59835995094,1.0000000000000004,0.2279635258358663,"(18695, 19187)",1216.6129020408162,-2.8571428571428e-05,0.9128632653061154,77.31683469387706,18.131755102040803,12.078477551020427,0
92.62348178137651,647.7838971938107,194.2500308118668,177.15862960694963,252.2291391461557,0.5694444444444444,0.5694444444444444,0.0,176.39588566328027,188.35114830132764,104377.42923612786,0.9365267334663596,0.3489821354383049,"(19187, 19679)",1248.1935460122702,-0.001451942740286297,0.9406012269938616,80.8774867075658,17.442106339468314,12.076134969325144,0
87.79182156133827,683.4349593495937,197.95889762036097,179.18132494182953,279.50549219905224,0.6626506024096386,0.6626506024096386,243.90243902439025,197.54189771681823,188.09230685636516,116729.36611490193,1.0502391140732257,0.41196216051266404,"(19679, 20171)",1279.80645398773,0.0029611451942740306,1.1665214723926365,77.55473619631856,17.171451942740294,11.896396728016365,0
69.43548387096772,864.1114982578398,121.5024095760467,111.13295111068632,204.91903668702588,0.7058823529411765,0.7058823529411765,0.0,139.10128715685312,92.98049782507692,40632.438668541115,1.4960264830861918,0.2647165878031832,"(20171, 20663)",1311.3870979591834,0.0033346938775510146,1.2957244897959164,67.18313265306071,17.01316326530615,11.956551020408149,0
82.33884297520659,728.6961758506476,193.51121966949262,167.26509926710833,239.8707160651043,0.5737704918032787,0.5737704918032787,243.90243902439025,166.73858026383886,198.7571135007848,104113.88511924623,0.8389062274401587,0.0508759136466159,"(20663, 21155)",1342.9999999999998,-0.0008877551020408176,1.3534081632653134,66.23423469387699,16.804673469387758,11.941175510204088,0
83.36212624584721,719.7513151602103,205.99049788887402,187.4927625895521,295.5504277560808,0.6708860759493671,0.6708860759493671,243.90243902439025,206.04598596435417,194.72487843434985,126047.85873860105,1.058138988818633,0.4226773199530965,"(21155, 21647)",1374.6129020408164,0.005485714285714288,1.2936673469387778,67.67694897959134,16.734857142857006,11.933432653061226,0
73.8,813.0081300813008,114.97671238805654,121.95121951219517,172.46506858208485,0.5,0.5,0.0,86.2325342910424,118.51528241555486,32106.678424090805,0.7276068751089992,0.4103405826836274,"(21647, 22139)",1406.1935460122702,0.0018098159509202488,1.2174110429447893,69.94601226993815,16.682229038854924,11.938736196319008,0
